TransactionID,Date,ClientID,Industry,ServiceType,ClientRegion,LeadSource,SalesRep,Revenue,Cost,Profit,Year,Month Name,Month Number,Quarter of Year
4603,4/16/2024,CL-4705,Real Estate,Graphic Design,South Africa,Website,Ridwan,17329,1424,15905,2024,April,4,Q2
4604,1/9/2025,CL-2437,E-Commerce,,,Cold Email,Zainab,5964,2211,3753,2025,January,1,Q1
4606,9/11/2024,CL-1145,Healthtech,Graphic Design,South Africa,Instagram,Zainab,4547,2728.2,1818.8,2024,September,9,Q3
4607,12/3/2024,CL-3458,Real Estate,Digital Marketing,Uk,,Tosin,7730,14531,-6801,2024,December,12,Q4
4608,2/24/2024,CL-3725,Fintech,Front-End Development,Nigeria,Linkedin,Tosin,20602,12361.2,8240.8,2024,February,2,Q1
4611,9/20/2025,CL-3521,Edtech,Digital Marketing,Usa,,Tosin,17006,14805,2201,2025,September,9,Q3
4612,3/4/2025,CL-3986,Healthtech,Website Optimization,South Africa,Linkedin,Amaka,9261,5556.6,3704.4,2025,March,3,Q1
4614,2/3/2024,CL-2179,,Backend Development,Kenya,Linkedin,Tosin,11831,4272,7559,2024,February,2,Q1
4615,12/28/2025,CL-2118,,,Kenya,Website,Tosin,6148,3688.8,2459.2,2025,December,12,Q4
4616,9/16/2024,CL-3766,,Frontend Development,Nigeria,Instagram,Femi,1101,6567,-5466,2024,September,9,Q3
4617,12/11/2024,CL-3673,Healthtech,,Ghana,Cold Email,Zainab,23267,12722,10545,2024,December,12,Q4
4618,3/6/2024,CL-4310,Fintech,Digital Marketing,,Instagram,Ridwan,4063,1046,3017,2024,March,3,Q1
4619,12/16/2024,CL-1855,,Front-End Development,Usa,Cold Email,Ridwan,19319,4562,14757,2024,December,12,Q4
4620,3/3/2025,CL-3090,Edtech,Frontend Development,,,Ridwan,3941,9871,-5930,2025,March,3,Q1
4621,3/18/2025,CL-3531,E-Commerce,Seo Services,Kenya,Instagram,,13036,7821.6,5214.4,2025,March,3,Q1
4622,5/17/2025,CL-1695,Logistics,Website Optimization,South Africa,Linkedin,Tosin,24977,2159,22818,2025,May,5,Q2
4623,9/8/2024,CL-2504,Real Estate,Digital Marketing,Ghana,,Femi,20691,4644,16047,2024,September,9,Q3
4624,9/17/2025,CL-3084,Fintech,Digital Marketing,Ghana,Google Ads,Tosin,7319,7202,117,2025,September,9,Q3
4625,11/25/2025,CL-1418,,Digital Marketing,South Africa,Cold Email,,27620,2503,25117,2025,November,11,Q4
4627,7/27/2025,CL-3915,Logistics,Seo Services,Nigeria,Cold Email,,6322,2731,3591,2025,July,7,Q3
4628,12/22/2024,CL-2521,Edtech,Graphic Design,Kenya,Referral,Chika,1176,705.6,470.4,2024,December,12,Q4
4629,10/25/2025,CL-4757,E-Commerce,Front-End Development,Nigeria,Linkedin,Chika,15964,4434,11530,2025,October,10,Q4
4630,7/12/2024,CL-2217,Edtech,Website Optimization,South Africa,Linkedin,Femi,11939,710,11229,2024,July,7,Q3
4631,5/19/2024,CL-4045,Real Estate,Digital Marketing,Ghana,Google Ads,Tosin,10245,6146,4099,2024,May,5,Q2
4637,4/19/2025,CL-2569,Fintech,Frontend Development,Nigeria,Instagram,Femi,27169,16301.4,10867.6,2025,April,4,Q2
4638,11/3/2024,CL-1344,Retail,Frontend Development,South Africa,Google Ads,Femi,4697,11174,-6477,2024,November,11,Q4
4640,9/30/2024,CL-4389,Real Estate,Digital Marketing,Kenya,Linkedin,,1214,7835,-6621,2024,September,9,Q3
4642,4/8/2024,,Real Estate,Backend Development,Uk,Google Ads,Amaka,13987,11477,2510,2024,April,4,Q2
4644,1/16/2025,CL-3932,Fintech,Website Optimization,Nigeria,Linkedin,Ridwan,20009,3171,16838,2025,January,1,Q1
4646,5/2/2024,CL-2265,Healthtech,Frontend Development,Kenya,Linkedin,,10799,11496,-697,2024,May,5,Q2
4647,6/28/2025,CL-1043,,Frontend Development,,Google Ads,Femi,12176,2356,9820,2025,June,6,Q2
4648,5/30/2025,CL-2356,Healthtech,Frontend Development,Nigeria,Google Ads,Ridwan,4146,6846,-2700,2025,May,5,Q2
4649,5/7/2024,CL-3658,,Website Optimization,Usa,Website,Chika,13856,8313.6,5542.4,2024,May,5,Q2
4650,11/28/2024,CL-4337,,Digital Marketing,Nigeria,Linkedin,,14156,11219,2937,2024,November,11,Q4
4652,7/21/2024,CL-1347,Logistics,Seo Services,South Africa,Linkedin,,6879,13828,-6949,2024,July,7,Q3
4653,7/28/2024,CL-1142,,Backend Development,,Referral,Amaka,6764,4058.4,2705.6,2024,July,7,Q3
4654,12/3/2025,CL-2613,Edtech,Seo Services,,,Femi,10866,10285,581,2025,December,12,Q4
4655,7/9/2025,CL-1739,Healthtech,Website Optimization,Ghana,Google Ads,,21397,12838.2,8558.8,2025,July,7,Q3
4656,7/24/2024,CL-4110,Logistics,,Usa,,Femi,7250,10129,-2879,2024,July,7,Q3
4657,4/10/2024,CL-2026,Real Estate,Website Optimization,Nigeria,Linkedin,,21008,10773,10235,2024,April,4,Q2
4659,7/7/2024,CL-2181,,Graphic Design,,Linkedin,Femi,4486,5007,-521,2024,July,7,Q3
4660,8/13/2024,CL-3442,E-Commerce,Front-End Development,Uk,Website,Tosin,11368,7096,4272,2024,August,8,Q3
4662,10/21/2025,,Real Estate,Digital Marketing,Usa,Linkedin,Amaka,23255,7021,16234,2025,October,10,Q4
4664,6/23/2025,CL-4005,Real Estate,Graphic Design,South Africa,Google Ads,,5356,3213.6,2142.4,2025,June,6,Q2
4666,5/26/2025,CL-2679,Healthtech,Seo Services,Ghana,Instagram,Femi,23332,13999.2,9332.8,2025,May,5,Q2
4667,9/11/2025,CL-2801,Real Estate,Digital Marketing,Nigeria,Google Ads,Amaka,26444,15866.4,10577.6,2025,September,9,Q3
4668,11/9/2025,CL-4641,,Backend Development,,Website,Ridwan,11450,12726,-1276,2025,November,11,Q4
4669,2/8/2025,CL-2861,Fintech,Digital Marketing,Kenya,Linkedin,Zainab,3127,1876.2,1250.8,2025,February,2,Q1
4670,5/8/2024,CL-3492,E-Commerce,Graphic Design,Kenya,Instagram,Amaka,6813,4087.8,2725.2,2024,May,5,Q2
4672,4/6/2024,CL-2596,Real Estate,Digital Marketing,,Referral,Ridwan,17009,10205.4,6803.6,2024,April,4,Q2
4673,2/24/2025,CL-2537,Real Estate,,Usa,Linkedin,Amaka,12748,9009,3739,2025,February,2,Q1
4674,9/11/2025,CL-3765,Logistics,Front-End Development,Uk,Website,Amaka,11983,7189.8,4793.2,2025,September,9,Q3
4676,8/3/2024,CL-2708,Logistics,,,Referral,,18626,753,17873,2024,August,8,Q3
4678,5/12/2024,CL-1288,,Frontend Development,Nigeria,Website,,5868,12310,-6442,2024,May,5,Q2
4680,11/7/2025,CL-2710,Logistics,Graphic Design,Uk,,Amaka,27786,4779,23007,2025,November,11,Q4
4682,5/29/2025,CL-4722,,Backend Development,Usa,Instagram,Femi,10913,4554,6359,2025,May,5,Q2
4683,3/15/2024,CL-1149,Fintech,Backend Development,Nigeria,Cold Email,Femi,6241,12492,-6251,2024,March,3,Q1
4684,2/7/2025,CL-2099,E-Commerce,Backend Development,Usa,Website,Amaka,12497,7498.2,4998.8,2025,February,2,Q1
4686,2/21/2024,CL-2290,Fintech,Seo Services,South Africa,Linkedin,Zainab,10669,6242,4427,2024,February,2,Q1
4687,9/21/2025,CL-4302,Edtech,Digital Marketing,Kenya,Cold Email,Femi,22201,13320.6,8880.4,2025,September,9,Q3
4689,5/9/2024,CL-2765,,Digital Marketing,Ghana,Cold Email,Femi,5876,9377,-3501,2024,May,5,Q2
4690,6/10/2025,CL-3017,Logistics,Graphic Design,Usa,Google Ads,Femi,18004,14701,3303,2025,June,6,Q2
4692,5/16/2025,CL-3652,Logistics,Graphic Design,,Website,Ridwan,8832,5299.2,3532.8,2025,May,5,Q2
4693,4/15/2025,CL-3790,Edtech,Front-End Development,Usa,Instagram,Ridwan,7670,10731,-3061,2025,April,4,Q2
4694,9/5/2025,CL-3348,,,Usa,Linkedin,Amaka,23704,8441,15263,2025,September,9,Q3
4697,3/8/2024,CL-3837,,Graphic Design,,Instagram,Chika,10898,2940,7958,2024,March,3,Q1
4698,8/24/2025,CL-3460,Real Estate,Digital Marketing,South Africa,Linkedin,Chika,9612,10007,-395,2025,August,8,Q3
4699,3/8/2025,CL-2138,Logistics,,Ghana,Website,Tosin,15852,9511.2,6340.8,2025,March,3,Q1
4700,3/8/2025,CL-3702,,Frontend Development,Nigeria,Google Ads,Amaka,16661,12017,4644,2025,March,3,Q1
4702,3/3/2025,CL-3617,Logistics,Digital Marketing,,Instagram,Zainab,6487,7520,-1033,2025,March,3,Q1
4703,2/27/2025,CL-3813,Fintech,Digital Marketing,Nigeria,Cold Email,Ridwan,3778,2266.8,1511.2,2025,February,2,Q1
4705,6/9/2024,CL-2668,Logistics,Frontend Development,Kenya,Linkedin,Chika,2808,1684.8,1123.2,2024,June,6,Q2
4706,6/17/2025,CL-1503,E-Commerce,Website Optimization,Ghana,Instagram,Ridwan,4425,4989,-564,2025,June,6,Q2
4708,10/30/2024,CL-4674,Real Estate,Digital Marketing,Usa,Google Ads,Femi,3681,2208.6,1472.4,2024,October,10,Q4
4709,5/12/2025,CL-2040,Edtech,Frontend Development,Ghana,Website,Tosin,27434,16460.4,10973.6,2025,May,5,Q2
4710,5/28/2025,CL-4336,Retail,Front-End Development,Nigeria,Website,Chika,24784,1857,22927,2025,May,5,Q2
4711,9/25/2024,CL-2090,Retail,Digital Marketing,Ghana,,,10396,6237.6,4158.4,2024,September,9,Q3
4712,5/30/2024,CL-2818,,Digital Marketing,Uk,,Zainab,22162,7288,14874,2024,May,5,Q2
4713,7/12/2024,CL-4307,,Digital Marketing,Usa,Cold Email,Femi,15541,5182,10359,2024,July,7,Q3
4716,3/18/2025,,Real Estate,Backend Development,Usa,,Femi,7599,8474,-875,2025,March,3,Q1
4717,11/2/2025,CL-2903,Fintech,Graphic Design,Usa,Instagram,Chika,17589,11324,6265,2025,November,11,Q4
4718,3/5/2024,CL-3597,Edtech,Website Optimization,Ghana,Instagram,Tosin,14904,10528,4376,2024,March,3,Q1
4719,2/8/2024,CL-4241,Healthtech,Graphic Design,Nigeria,Linkedin,Amaka,9553,14745,-5192,2024,February,2,Q1
4720,12/20/2024,CL-3192,Retail,,Nigeria,,Zainab,3981,13450,-9469,2024,December,12,Q4
4722,9/3/2024,CL-4626,Logistics,Frontend Development,Ghana,Website,Amaka,2521,11161,-8640,2024,September,9,Q3
4723,6/30/2025,CL-3312,,Digital Marketing,Usa,,Tosin,20657,12394.2,8262.8,2025,June,6,Q2
4725,5/28/2024,CL-4353,Retail,Frontend Development,Nigeria,Website,Zainab,19518,9720,9798,2024,May,5,Q2
4726,11/26/2024,CL-4588,Logistics,Seo Services,Ghana,Linkedin,Tosin,16862,10117.2,6744.8,2024,November,11,Q4
4727,11/12/2024,CL-4510,,Backend Development,South Africa,Google Ads,Amaka,26584,15950.4,10633.6,2024,November,11,Q4
4728,9/24/2025,CL-3368,,Website Optimization,Kenya,Instagram,Femi,2681,1608.6,1072.4,2025,September,9,Q3
4729,10/15/2025,CL-1825,Healthtech,Seo Services,,,Chika,23013,1633,21380,2025,October,10,Q4
4730,7/22/2024,CL-1092,Real Estate,Digital Marketing,,Referral,Femi,16448,5476,10972,2024,July,7,Q3
4731,10/20/2025,CL-1434,Logistics,Graphic Design,Kenya,Linkedin,Tosin,17035,10221,6814,2025,October,10,Q4
4732,6/8/2024,CL-3199,Retail,Seo Services,,Linkedin,Tosin,19535,11721,7814,2024,June,6,Q2
4734,10/18/2025,CL-1707,Retail,Frontend Development,Nigeria,Instagram,Amaka,18151,10208,7943,2025,October,10,Q4
4735,5/14/2025,CL-2893,E-Commerce,Frontend Development,Usa,Instagram,Tosin,17728,10636.8,7091.2,2025,May,5,Q2
4736,6/25/2024,CL-3048,Logistics,Seo Services,,Instagram,Tosin,19320,11060,8260,2024,June,6,Q2
4737,11/11/2024,CL-3722,,Frontend Development,,Instagram,Femi,7183,12524,-5341,2024,November,11,Q4
4738,12/27/2024,CL-3880,Healthtech,Frontend Development,,Linkedin,Femi,8545,8778,-233,2024,December,12,Q4
4739,3/7/2025,CL-3981,,Website Optimization,Kenya,Referral,Chika,24283,11147,13136,2025,March,3,Q1
4740,10/28/2025,CL-3142,,,Nigeria,Website,Chika,29260,11684,17576,2025,October,10,Q4
4741,1/12/2025,CL-4318,Real Estate,Digital Marketing,Nigeria,,,4668,2800.8,1867.2,2025,January,1,Q1
4742,8/5/2025,CL-2328,Real Estate,Frontend Development,South Africa,,Amaka,7917,5603,2314,2025,August,8,Q3
4743,3/18/2025,CL-4021,,Backend Development,Ghana,,Tosin,9305,5638,3667,2025,March,3,Q1
4744,8/21/2024,CL-4324,Healthtech,Backend Development,Usa,Referral,Tosin,22714,10715,11999,2024,August,8,Q3
4745,5/3/2024,CL-2085,,Website Optimization,Ghana,Referral,Ridwan,25183,15109.8,10073.2,2024,May,5,Q2
4746,6/20/2025,CL-2625,Retail,Digital Marketing,South Africa,Cold Email,Chika,6312,3787.2,2524.8,2025,June,6,Q2
4747,4/9/2024,CL-1730,Healthtech,Graphic Design,Kenya,Instagram,Amaka,15750,4337,11413,2024,April,4,Q2
4749,8/24/2024,CL-4202,,Seo Services,Usa,Cold Email,Amaka,19968,6230,13738,2024,August,8,Q3
4751,2/28/2024,CL-3889,Retail,Front-End Development,Nigeria,Cold Email,Zainab,8821,1534,7287,2024,February,2,Q1
4753,7/3/2024,CL-2628,Healthtech,Digital Marketing,Usa,Referral,,4287,6670,-2383,2024,July,7,Q3
4754,10/25/2024,CL-3016,,Backend Development,Uk,Website,Zainab,22775,10354,12421,2024,October,10,Q4
4755,11/27/2024,CL-3556,Fintech,Front-End Development,South Africa,,,27448,11378,16070,2024,November,11,Q4
4756,4/4/2025,CL-1510,Retail,Website Optimization,Nigeria,Google Ads,Tosin,8453,5071.8,3381.2,2025,April,4,Q2
4757,3/17/2024,CL-1849,,Backend Development,Ghana,Instagram,,6122,2111,4011,2024,March,3,Q1
4758,5/6/2025,CL-1663,Healthtech,Frontend Development,,Website,Zainab,17263,10357.8,6905.2,2025,May,5,Q2
4759,4/2/2024,CL-2682,Logistics,Digital Marketing,Ghana,Website,Zainab,15402,9293,6109,2024,April,4,Q2
4760,1/2/2025,CL-1973,Edtech,,Nigeria,Website,,6081,5707,374,2025,January,1,Q1
4761,8/11/2025,CL-4476,Fintech,Graphic Design,,Referral,Amaka,11211,6726.6,4484.4,2025,August,8,Q3
4764,5/1/2024,CL-2902,,,Nigeria,Google Ads,Tosin,16282,2213,14069,2024,May,5,Q2
4765,4/7/2024,CL-3431,Fintech,Frontend Development,Ghana,Website,Zainab,24440,14664,9776,2024,April,4,Q2
4766,3/10/2024,CL-4645,Healthtech,Digital Marketing,Nigeria,Referral,Tosin,16100,9660,6440,2024,March,3,Q1
4767,1/3/2024,CL-3915,Healthtech,Digital Marketing,South Africa,Google Ads,Zainab,4493,13087,-8594,2024,January,1,Q1
4768,4/3/2024,CL-3587,Real Estate,Backend Development,Nigeria,Linkedin,Amaka,4826,2895.6,1930.4,2024,April,4,Q2
4769,7/22/2025,CL-4168,,Seo Services,Uk,Linkedin,,12127,5659,6468,2025,July,7,Q3
4770,1/28/2024,CL-4964,,Front-End Development,South Africa,Linkedin,Chika,7338,4402.8,2935.2,2024,January,1,Q1
4772,12/27/2025,CL-4539,E-Commerce,Website Optimization,Uk,Website,Femi,17996,11314,6682,2025,December,12,Q4
4773,12/4/2025,CL-4200,Real Estate,,South Africa,Referral,Chika,2378,1426.8,951.2,2025,December,12,Q4
4774,8/21/2024,CL-2559,,Frontend Development,Nigeria,Linkedin,Ridwan,6733,12670,-5937,2024,August,8,Q3
4775,1/19/2024,CL-1513,Real Estate,Graphic Design,Nigeria,,,23890,12899,10991,2024,January,1,Q1
4776,5/15/2025,CL-1287,Real Estate,Website Optimization,,Instagram,Ridwan,5855,7999,-2144,2025,May,5,Q2
4777,2/27/2024,CL-1759,Retail,Graphic Design,Nigeria,Linkedin,Chika,15879,13115,2764,2024,February,2,Q1
4778,9/11/2025,CL-2306,Healthtech,Digital Marketing,,Linkedin,Amaka,7714,6395,1319,2025,September,9,Q3
4779,2/9/2024,CL-1927,Edtech,Frontend Development,South Africa,Instagram,Tosin,24013,14407.8,9605.2,2024,February,2,Q1
4780,10/6/2025,CL-4923,Fintech,Digital Marketing,Kenya,,Tosin,1970,1182,788,2025,October,10,Q4
4781,12/26/2025,CL-3650,,Website Optimization,Ghana,Referral,Zainab,8915,6045,2870,2025,December,12,Q4
4782,6/20/2025,,,Website Optimization,Nigeria,Website,Femi,20524,13648,6876,2025,June,6,Q2
4784,7/8/2025,CL-4684,Fintech,Backend Development,Uk,Google Ads,Ridwan,16966,3495,13471,2025,July,7,Q3
4785,2/9/2025,,Edtech,Graphic Design,,Cold Email,Ridwan,12006,7203.6,4802.4,2025,February,2,Q1
4786,2/25/2024,CL-1337,Fintech,Front-End Development,Usa,,Amaka,9983,5989.8,3993.2,2024,February,2,Q1
4787,12/20/2024,CL-4401,,Digital Marketing,Uk,,Ridwan,2898,11621,-8723,2024,December,12,Q4
4788,6/26/2024,CL-3600,,Website Optimization,Nigeria,Website,Amaka,16109,7872,8237,2024,June,6,Q2
4789,9/14/2025,CL-2497,,Backend Development,South Africa,Instagram,Zainab,5596,3357.6,2238.4,2025,September,9,Q3
4790,12/3/2024,CL-3624,,Graphic Design,Uk,Google Ads,Chika,2014,8512,-6498,2024,December,12,Q4
4791,12/7/2025,CL-2696,,Front-End Development,Usa,Cold Email,Chika,24269,1350,22919,2025,December,12,Q4
4792,1/15/2025,CL-4269,,Digital Marketing,Uk,Website,,18565,14419,4146,2025,January,1,Q1
4793,6/23/2024,CL-2148,,Backend Development,Nigeria,Linkedin,Chika,17884,10730.4,7153.6,2024,June,6,Q2
4794,8/1/2024,CL-1248,,Digital Marketing,Nigeria,Cold Email,Ridwan,12811,13232,-421,2024,August,8,Q3
4795,12/3/2024,CL-3192,,Website Optimization,,Linkedin,Zainab,2142,4211,-2069,2024,December,12,Q4
4797,1/24/2025,CL-2222,Real Estate,Digital Marketing,Usa,Google Ads,Zainab,7460,10515,-3055,2025,January,1,Q1
4799,9/9/2025,CL-1503,Real Estate,Graphic Design,,Website,Amaka,8228,14296,-6068,2025,September,9,Q3
4800,3/31/2025,,E-Commerce,Frontend Development,Kenya,Google Ads,Amaka,27045,10162,16883,2025,March,3,Q1
4801,12/21/2025,CL-2600,E-Commerce,Front-End Development,,Google Ads,Zainab,18030,6056,11974,2025,December,12,Q4
4802,1/19/2025,CL-4404,Fintech,Website Optimization,Nigeria,,Chika,27645,5226,22419,2025,January,1,Q1
4803,11/12/2025,CL-3039,Fintech,Frontend Development,Usa,Linkedin,Amaka,11255,6753,4502,2025,November,11,Q4
4804,9/30/2025,CL-2982,Edtech,,Usa,Instagram,Zainab,1363,6916,-5553,2025,September,9,Q3
4805,5/20/2024,CL-1126,,Digital Marketing,Uk,Linkedin,Tosin,20947,8309,12638,2024,May,5,Q2
4807,1/17/2025,CL-2568,Healthtech,Front-End Development,Nigeria,Referral,Zainab,23568,593,22975,2025,January,1,Q1
4808,5/18/2024,CL-3704,Logistics,Seo Services,Nigeria,Instagram,,16997,5979,11018,2024,May,5,Q2
4809,9/9/2024,CL-1944,Edtech,,Ghana,Website,Tosin,20449,12269.4,8179.6,2024,September,9,Q3
4810,11/29/2025,CL-1824,Real Estate,Graphic Design,South Africa,Linkedin,Chika,15338,9202.8,6135.2,2025,November,11,Q4
4812,5/28/2024,CL-2861,,Website Optimization,Ghana,,Femi,22642,6971,15671,2024,May,5,Q2
4813,1/2/2025,CL-2416,Real Estate,Website Optimization,Nigeria,Cold Email,Tosin,7812,11196,-3384,2025,January,1,Q1
4815,10/23/2024,CL-1736,,Backend Development,South Africa,Google Ads,Ridwan,3714,9918,-6204,2024,October,10,Q4
4816,12/21/2025,CL-4615,Fintech,Front-End Development,Ghana,Linkedin,Chika,18789,11110,7679,2025,December,12,Q4
4818,2/6/2024,CL-2468,,Graphic Design,Nigeria,Referral,Femi,21195,7183,14012,2024,February,2,Q1
4820,11/30/2024,CL-4901,,Front-End Development,,Linkedin,Amaka,18191,9904,8287,2024,November,11,Q4
4821,10/4/2025,,E-Commerce,Frontend Development,Nigeria,Linkedin,Zainab,19215,11529,7686,2025,October,10,Q4
4822,4/10/2025,CL-2426,Real Estate,Digital Marketing,Uk,Cold Email,,1625,4349,-2724,2025,April,4,Q2
4825,4/30/2025,CL-3195,,Digital Marketing,Uk,Google Ads,Amaka,23920,13774,10146,2025,April,4,Q2
4827,1/5/2024,CL-4834,,Front-End Development,Usa,Linkedin,Zainab,4493,5583,-1090,2024,January,1,Q1
4828,10/20/2025,CL-2754,,Website Optimization,,Instagram,Tosin,11243,9563,1680,2025,October,10,Q4
4829,6/17/2024,CL-3850,Logistics,Backend Development,Kenya,Referral,Femi,17633,7378,10255,2024,June,6,Q2
4830,4/17/2025,CL-2141,E-Commerce,Website Optimization,South Africa,Instagram,Amaka,8971,5382.6,3588.4,2025,April,4,Q2
4831,2/14/2024,CL-4052,,Frontend Development,Kenya,Linkedin,Tosin,17306,10383.6,6922.4,2024,February,2,Q1
4832,3/16/2025,CL-1911,Real Estate,Graphic Design,Nigeria,,,17315,10389,6926,2025,March,3,Q1
4833,4/15/2024,CL-4236,E-Commerce,Backend Development,,Cold Email,Amaka,17364,10418.4,6945.6,2024,April,4,Q2
4834,5/6/2025,CL-2147,Real Estate,Digital Marketing,Usa,Linkedin,Ridwan,9477,1997,7480,2025,May,5,Q2
4835,9/18/2025,CL-3030,Real Estate,Frontend Development,South Africa,Referral,Femi,22743,1105,21638,2025,September,9,Q3
4836,9/14/2024,CL-4037,E-Commerce,Digital Marketing,South Africa,Instagram,Femi,1259,755.4,503.6,2024,September,9,Q3
4837,5/1/2024,CL-2273,E-Commerce,Digital Marketing,Usa,Referral,Tosin,8791,5274.6,3516.4,2024,May,5,Q2
4838,4/20/2025,CL-2206,Fintech,Front-End Development,South Africa,Linkedin,Femi,21977,14193,7784,2025,April,4,Q2
4839,7/18/2024,CL-1041,E-Commerce,Seo Services,South Africa,Linkedin,Amaka,17366,13104,4262,2024,July,7,Q3
4840,8/1/2024,CL-4283,,Frontend Development,Ghana,Instagram,Zainab,21606,12196,9410,2024,August,8,Q3
4841,11/17/2025,CL-4095,,Website Optimization,Ghana,Google Ads,Tosin,12731,7638.6,5092.4,2025,November,11,Q4
4842,3/25/2024,CL-2962,Retail,Seo Services,Nigeria,Cold Email,Femi,19247,9530,9717,2024,March,3,Q1
4843,12/5/2025,,Logistics,Front-End Development,,Referral,Tosin,5494,5592,-98,2025,December,12,Q4
4844,7/11/2025,CL-1237,Logistics,Graphic Design,Nigeria,,Zainab,26983,13472,13511,2025,July,7,Q3
4845,4/10/2024,CL-2765,Logistics,Graphic Design,Nigeria,Website,Femi,11921,7152.6,4768.4,2024,April,4,Q2
4846,1/17/2024,CL-1551,Edtech,Digital Marketing,Uk,Website,Chika,23779,10493,13286,2024,January,1,Q1
4847,10/12/2024,CL-3618,Edtech,Seo Services,Nigeria,Linkedin,,17913,4632,13281,2024,October,10,Q4
4848,4/12/2025,,Healthtech,Frontend Development,Nigeria,Linkedin,,16709,10025.4,6683.6,2025,April,4,Q2
4849,5/18/2024,CL-4591,Logistics,Seo Services,Nigeria,Linkedin,Amaka,23708,2266,21442,2024,May,5,Q2
4850,9/24/2024,CL-3135,Fintech,Graphic Design,South Africa,Linkedin,,15471,9282.6,6188.4,2024,September,9,Q3
4851,2/11/2025,CL-1246,,Frontend Development,Nigeria,Linkedin,Ridwan,10836,1914,8922,2025,February,2,Q1
4852,2/21/2024,CL-2498,Fintech,Seo Services,,Website,,5824,3494.4,2329.6,2024,February,2,Q1
4853,4/3/2025,CL-1692,Logistics,Digital Marketing,Uk,Cold Email,Zainab,13045,11156,1889,2025,April,4,Q2
4854,5/29/2024,,Edtech,Frontend Development,,Instagram,Zainab,22820,13692,9128,2024,May,5,Q2
4855,7/24/2024,CL-2985,Logistics,Front-End Development,Kenya,Cold Email,Zainab,15425,3723,11702,2024,July,7,Q3
4856,4/1/2024,CL-2194,,Frontend Development,Nigeria,Referral,Femi,10495,3267,7228,2024,April,4,Q2
4857,2/8/2024,CL-1432,E-Commerce,Frontend Development,Nigeria,,Amaka,2169,1883,286,2024,February,2,Q1
4858,7/5/2024,CL-2295,,Backend Development,Uk,Website,Tosin,4785,13443,-8658,2024,July,7,Q3
4860,5/13/2024,CL-4569,Fintech,Frontend Development,Nigeria,Website,Ridwan,23869,7851,16018,2024,May,5,Q2
4861,7/29/2024,CL-2694,Edtech,Graphic Design,Uk,Cold Email,Chika,16073,9643.8,6429.2,2024,July,7,Q3
4864,4/20/2024,CL-4230,Logistics,Backend Development,Ghana,Website,Ridwan,14592,2092,12500,2024,April,4,Q2
4865,3/19/2024,CL-2747,,Digital Marketing,Ghana,Linkedin,Tosin,23734,1769,21965,2024,March,3,Q1
4866,7/25/2025,CL-2798,Edtech,Backend Development,Kenya,Linkedin,Chika,6087,13301,-7214,2025,July,7,Q3
4867,9/16/2024,CL-2685,E-Commerce,Backend Development,Uk,Google Ads,Zainab,8146,4887.6,3258.4,2024,September,9,Q3
4868,4/3/2025,CL-1415,Retail,Digital Marketing,South Africa,Linkedin,Tosin,24906,9223,15683,2025,April,4,Q2
4869,4/24/2024,CL-2704,Edtech,Backend Development,Kenya,Referral,Femi,20653,14893,5760,2024,April,4,Q2
4870,2/4/2024,CL-3052,,Digital Marketing,Ghana,Linkedin,Tosin,16603,9961.8,6641.2,2024,February,2,Q1
4871,11/24/2025,CL-2676,,Backend Development,Nigeria,Linkedin,Chika,19122,11473.2,7648.8,2025,November,11,Q4
4872,11/20/2025,CL-4359,Logistics,Frontend Development,Uk,Google Ads,Chika,22084,13897,8187,2025,November,11,Q4
4874,9/13/2024,CL-3731,E-Commerce,,Ghana,Instagram,Femi,26458,8819,17639,2024,September,9,Q3
4875,6/15/2024,CL-3233,Healthtech,Graphic Design,Uk,Instagram,Amaka,21398,12838.8,8559.2,2024,June,6,Q2
4877,3/22/2024,CL-1130,Healthtech,,Ghana,Google Ads,Femi,22034,13099,8935,2024,March,3,Q1
4878,1/28/2024,CL-3889,E-Commerce,Front-End Development,South Africa,Referral,Zainab,9911,5946.6,3964.4,2024,January,1,Q1
4879,12/19/2024,CL-2621,E-Commerce,Graphic Design,Usa,Google Ads,Zainab,20187,12112.2,8074.8,2024,December,12,Q4
4880,9/11/2024,CL-4276,Edtech,Seo Services,Uk,Linkedin,Femi,21884,13130.4,8753.6,2024,September,9,Q3
4881,5/19/2025,CL-2969,Logistics,Frontend Development,Nigeria,Website,Zainab,15181,7801,7380,2025,May,5,Q2
4882,5/8/2024,CL-4349,,Digital Marketing,Ghana,Cold Email,,2542,12897,-10355,2024,May,5,Q2
4883,7/24/2025,,,Frontend Development,South Africa,Cold Email,,4386,2631.6,1754.4,2025,July,7,Q3
4884,12/6/2024,CL-1424,Real Estate,Backend Development,Uk,Cold Email,Tosin,2957,3437,-480,2024,December,12,Q4
4886,5/31/2024,CL-1382,,Graphic Design,Nigeria,Website,Chika,23641,14184.6,9456.4,2024,May,5,Q2
4887,4/1/2024,,Real Estate,Website Optimization,Uk,Linkedin,Zainab,8832,12690,-3858,2024,April,4,Q2
4888,2/3/2025,CL-3172,Logistics,Backend Development,Usa,Instagram,Chika,20944,3807,17137,2025,February,2,Q1
4889,9/15/2024,CL-4542,,Frontend Development,,Cold Email,Femi,20559,8495,12064,2024,September,9,Q3
4890,5/14/2024,CL-4325,,Front-End Development,,Website,,1232,11042,-9810,2024,May,5,Q2
